title,link
Towering Inferno,https://www.the-numbers.com/movie/Towering-Inferno#tab=summary
Youâve Got Mail,https://www.the-numbers.com/movie/Youve-Got-Mail-(1998)#tab=summary
Ghost Rider,https://www.the-numbers.com/movie/Ghost-Rider#tab=summary
Creed II,https://www.the-numbers.com/movie/Creed-II-(2018)#tab=summary
Remember the Titans,https://www.the-numbers.com/movie/Remember-the-Titans-(2000)#tab=summary
District 9,https://www.the-numbers.com/movie/District-9#tab=summary
Unbroken,https://www.the-numbers.com/movie/Unbroken#tab=summary
Peter Rabbit,https://www.the-numbers.com/movie/Peter-Rabbit-(2018)#tab=summary
Girls Trip,https://www.the-numbers.com/movie/Girls-Trip#tab=summary
"The Karate Kid, Part II",https://www.the-numbers.com/movie/Karate-Kid-Part-II-The#tab=summary
American Graffiti,https://www.the-numbers.com/movie/American-Graffiti-(1973)#tab=summary
Big,https://www.the-numbers.com/movie/Big#tab=summary
Dumbo,https://www.the-numbers.com/movie/Dumbo-(2019)#tab=summary
Fifty Shades Darker,https://www.the-numbers.com/movie/Fifty-Shades-Darker#tab=summary
Dodgeball: A True Underdog Story,https://www.the-numbers.com/movie/Dodgeball-A-True-Underdog-Story#tab=summary
The Village,https://www.the-numbers.com/movie/Village-The#tab=summary
Bolt,https://www.the-numbers.com/movie/Bolt#tab=summary
Maleficent: Mistress of Evil,https://www.the-numbers.com/movie/Maleficent-Mistress-of-Evil-(2019)#tab=summary
Wild Wild West,https://www.the-numbers.com/movie/Wild-Wild-West#tab=summary
Night at the Museum: Secret of the Tomb,https://www.the-numbers.com/movie/Night-at-the-Museum-Secret-of-the-Tomb#tab=summary
Magic Mike,https://www.the-numbers.com/movie/Magic-Mike#tab=summary
The Addams Family,https://www.the-numbers.com/movie/Addams-Family-The#tab=summary
The Patriot,https://www.the-numbers.com/movie/Patriot-The-(2000)#tab=summary
Bad Moms,https://www.the-numbers.com/movie/Bad-Moms#tab=summary
The Bourne Legacy,https://www.the-numbers.com/movie/Bourne-Legacy-The#tab=summary
The Pacifier,https://www.the-numbers.com/movie/Pacifier-The#tab=summary
Dr. Dolittle 2,https://www.the-numbers.com/movie/Dr-Dolittle-2#tab=summary
Itâs Complicated,https://www.the-numbers.com/movie/Its-Complicated#tab=summary
Spy Kids,https://www.the-numbers.com/movie/Spy-Kids#tab=summary
Ghostbusters II,https://www.the-numbers.com/movie/Ghostbusters-II#tab=summary
Face/Off,https://www.the-numbers.com/movie/Face-Off#tab=summary
The Hangover 3,https://www.the-numbers.com/movie/Hangover-3-The#tab=summary
Twins,https://www.the-numbers.com/movie/Twins#tab=summary
Doctor Zhivago,https://www.the-numbers.com/movie/Doctor-Zhivago#tab=summary
Spy Kids 3-D: Game Over,https://www.the-numbers.com/movie/Spy-Kids-3-D-Game-Over#tab=summary
Enemy of the State,https://www.the-numbers.com/movie/Enemy-of-the-State#tab=summary
The Little Mermaid,https://www.the-numbers.com/movie/Little-Mermaid-The#tab=summary
Mr. Peabody & Sherman,https://www.the-numbers.com/movie/Mr-Peabody-and-Sherman#tab=summary
The Last Samurai,https://www.the-numbers.com/movie/Last-Samurai-The#tab=summary
Glass,https://www.the-numbers.com/movie/Glass-(2019)#tab=summary
Spy!,https://www.the-numbers.com/movie/Spy#tab=summary
Fun With Dick And Jane,https://www.the-numbers.com/movie/Fun-With-Dick-And-Jane#tab=summary
Tropic Thunder,https://www.the-numbers.com/movie/Tropic-Thunder#tab=summary
Godzilla: King of the Monsters,https://www.the-numbers.com/movie/Godzilla-King-of-the-Monsters-(2019)#tab=summary
Valentine's Day,https://www.the-numbers.com/movie/Valentines-Day#tab=summary
The Grudge,https://www.the-numbers.com/movie/Grudge-The-(2004)#tab=summary
Freaky Friday,https://www.the-numbers.com/movie/Freaky-Friday-(2003)#tab=summary
Trainwreck,https://www.the-numbers.com/movie/Trainwreck#tab=summary
Bedtime Stories,https://www.the-numbers.com/movie/Bedtime-Stories#tab=summary
Scary Movie 3,https://www.the-numbers.com/movie/Scary-Movie-3#tab=summary
Creed,https://www.the-numbers.com/movie/Creed#tab=summary
Star Trek IV: The Voyage Home,https://www.the-numbers.com/movie/Star-Trek-IV-The-Voyage-Home#tab=summary
Porky's,https://www.the-numbers.com/movie/Porkys#tab=summary
The 40 Year-old Virgin,https://www.the-numbers.com/movie/40-Year-old-Virgin-The#tab=summary
Crocodile Dundee 2,https://www.the-numbers.com/movie/Crocodile-Dundee-2#tab=summary
Couples Retreat,https://www.the-numbers.com/movie/Couples-Retreat#tab=summary
One Flew Over the Cuckoo's Nest,https://www.the-numbers.com/movie/One-Flew-Over-the-Cuckoos-Nest#tab=summary
A Time to Kill,https://www.the-numbers.com/movie/Time-to-Kill-A-(1996)#tab=summary
Black Hawk Down,https://www.the-numbers.com/movie/Black-Hawk-Down#tab=summary
Terms of Endearment,https://www.the-numbers.com/movie/Terms-of-Endearment#tab=summary
Ace Ventura: When Nature Calls,https://www.the-numbers.com/movie/Ace-Ventura-When-Nature-Calls#tab=summary
The Princess Diaries,https://www.the-numbers.com/movie/Princess-Diaries-The#tab=summary
The Upside,https://www.the-numbers.com/movie/Upside-The-(2019)#tab=summary
Superman II,https://www.the-numbers.com/movie/Superman-II#tab=summary
Little Women,https://www.the-numbers.com/movie/Little-Women-(2019)#tab=summary
Hop,https://www.the-numbers.com/movie/Hop#tab=summary
Pulp Fiction,https://www.the-numbers.com/movie/Pulp-Fiction#tab=summary
Paranormal Activity,https://www.the-numbers.com/movie/Paranormal-Activity#tab=summary
Baby Driver,https://www.the-numbers.com/movie/Baby-Driver#tab=summary
A League of Their Own,https://www.the-numbers.com/movie/League-of-Their-Own-A#tab=summary
Epic,https://www.the-numbers.com/movie/Epic#tab=summary
Watchmen,https://www.the-numbers.com/movie/Watchmen#tab=summary
The Angry Birds Movie,https://www.the-numbers.com/movie/Angry-Birds-Movie-The#tab=summary
Batman & Robin,https://www.the-numbers.com/movie/Batman-and-Robin#tab=summary
Captain Phillips,https://www.the-numbers.com/movie/Captain-Phillips#tab=summary
Black Swan,https://www.the-numbers.com/movie/Black-Swan#tab=summary
Analyze This,https://www.the-numbers.com/movie/Analyze-This#tab=summary
Miss Congeniality,https://www.the-numbers.com/movie/Miss-Congeniality#tab=summary
Chicken Run,https://www.the-numbers.com/movie/Chicken-Run#tab=summary
Indecent Proposal,https://www.the-numbers.com/movie/Indecent-Proposal#tab=summary
Driving Miss Daisy,https://www.the-numbers.com/movie/Driving-Miss-Daisy#tab=summary
300: Rise of an Empire,https://www.the-numbers.com/movie/300-Rise-of-an-Empire#tab=summary
Goldeneye,https://www.the-numbers.com/movie/Goldeneye#tab=summary
Love Story,https://www.the-numbers.com/movie/Love-Story-(1970)#tab=summary
Kramer vs. Kramer,https://www.the-numbers.com/movie/Kramer-vs-Kramer#tab=summary
The Italian Job,https://www.the-numbers.com/movie/Italian-Job-The-(2003)#tab=summary
How to Lose a Guy in 10 Days,https://www.the-numbers.com/movie/How-to-Lose-a-Guy-in-10-Days#tab=summary
The LEGO Movie 2: The Second Part,https://www.the-numbers.com/movie/Lego-Movie-2-The-Second-Part-The-(2019)#tab=summary
The First Wives Club,https://www.the-numbers.com/movie/First-Wives-Club-The#tab=summary
Robin Hood,https://www.the-numbers.com/movie/Robin-Hood-(2010)#tab=summary
Interview with the Vampire,https://www.the-numbers.com/movie/Interview-with-the-Vampire-(1994)#tab=summary
George Of The Jungle,https://www.the-numbers.com/movie/George-Of-The-Jungle#tab=summary
Hustlers,https://www.the-numbers.com/movie/Hustlers-(2019)#tab=summary
Pitch Perfect 3,https://www.the-numbers.com/movie/Pitch-Perfect-3#tab=summary
Phenomenon,https://www.the-numbers.com/movie/Phenomenon-(1996)#tab=summary
The Princess and the Frog,https://www.the-numbers.com/movie/Princess-and-the-Frog-The#tab=summary
The Graduate,https://www.the-numbers.com/movie/Graduate-The#tab=summary
The Chronicles of Narnia: The Voyage of the Daw…,https://www.the-numbers.com/movie/Chronicles-of-Narnia-The-Voyage-of-the-Dawn-Treader-The#tab=summary
American Wedding,https://www.the-numbers.com/movie/American-Wedding#tab=summary
Every Which Way but Loose,https://www.the-numbers.com/movie/Every-Which-Way-but-Loose#tab=summary
Daddy Day Care,https://www.the-numbers.com/movie/Daddy-Day-Care#tab=summary
Road to Perdition,https://www.the-numbers.com/movie/Road-to-Perdition#tab=summary
Daddyâs Home 2,https://www.the-numbers.com/movie/Daddys-Home-2#tab=summary
Paranormal Activity 3,https://www.the-numbers.com/movie/Paranormal-Activity-3#tab=summary
Journey 2: The Mysterious Island,https://www.the-numbers.com/movie/Journey-2-Mysterious-Island#tab=summary
The Mule,https://www.the-numbers.com/movie/Mule-The-(2018)#tab=summary
Dick Tracy,https://www.the-numbers.com/movie/Dick-Tracy#tab=summary
Rise of the Guardians,https://www.the-numbers.com/movie/Rise-of-the-Guardians#tab=summary
Dreamgirls,https://www.the-numbers.com/movie/Dreamgirls#tab=summary
Nine to Five,https://www.the-numbers.com/movie/9-to-5#tab=summary
Independence Day: Resurgence,https://www.the-numbers.com/movie/Independence-Day-Resurgence#tab=summary
The Expendables,https://www.the-numbers.com/movie/Expendables-The#tab=summary
Scream,https://www.the-numbers.com/movie/Scream#tab=summary
Just Go With It,https://www.the-numbers.com/movie/Just-Go-With-It#tab=summary
Jaws 2,https://www.the-numbers.com/movie/Jaws-2#tab=summary
Murder on the Orient Express,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(2017)#tab=summary
Bambi,https://www.the-numbers.com/movie/Bambi-(1942)#tab=summary
The General's Daughter,https://www.the-numbers.com/movie/Generals-Daughter-The-(1999)#tab=summary
The Aviator,https://www.the-numbers.com/movie/Aviator-The-(2004)#tab=summary
Daredevil,https://www.the-numbers.com/movie/Daredevil#tab=summary
The Girl with the Dragon Tattoo,https://www.the-numbers.com/movie/Girl-with-the-Dragon-Tattoo-The#tab=summary
The Mummy: Tomb of the Dragon Emperor,https://www.the-numbers.com/movie/Mummy-Tomb-of-the-Dragon-Emperor-The#tab=summary
The Conjuring 2: The Enfield Poltergeist,https://www.the-numbers.com/movie/Conjuring-2-The-Enfield-Poltergeist-The#tab=summary
The Maze Runner,https://www.the-numbers.com/movie/Maze-Runner-The#tab=summary
Butch Cassidy and the Sundance Kid,https://www.the-numbers.com/movie/Butch-Cassidy-and-the-Sundance-Kid#tab=summary
Mary Poppins,https://www.the-numbers.com/movie/Mary-Poppins#tab=summary
In the Line of Fire,https://www.the-numbers.com/movie/In-the-Line-of-Fire#tab=summary
Annabelle: Creation,https://www.the-numbers.com/movie/Annabelle-Creation#tab=summary
The Equalizer 2,https://www.the-numbers.com/movie/Equalizer-2-The#tab=summary
Jackass Presents: Bad Grandpa,https://www.the-numbers.com/movie/Jackass-Presents-Bad-Grandpa#tab=summary
Pacific Rim,https://www.the-numbers.com/movie/Pacific-Rim#tab=summary
American Pie,https://www.the-numbers.com/movie/American-Pie#tab=summary
Journey to the Center of the Earth,https://www.the-numbers.com/movie/Journey-to-the-Center-of-the-Earth-(2008)#tab=summary
Gone in 60 Seconds,https://www.the-numbers.com/movie/Gone-in-60-Seconds#tab=summary
Maverick,https://www.the-numbers.com/movie/Maverick#tab=summary
Sleeping with the Enemy,https://www.the-numbers.com/movie/Sleeping-with-the-Enemy#tab=summary
The Equalizer,https://www.the-numbers.com/movie/Equalizer-The#tab=summary
This is the End,https://www.the-numbers.com/movie/This-is-the-End#tab=summary
Eagle Eye,https://www.the-numbers.com/movie/Eagle-Eye#tab=summary
The Prince of Egypt,https://www.the-numbers.com/movie/Prince-of-Egypt-The#tab=summary
Scream 2,https://www.the-numbers.com/movie/Scream-2#tab=summary
Stir Crazy,https://www.the-numbers.com/movie/Stir-Crazy#tab=summary
Eraser,https://www.the-numbers.com/movie/Eraser#tab=summary
Noah,https://www.the-numbers.com/movie/Noah#tab=summary
Unforgiven,https://www.the-numbers.com/movie/Unforgiven#tab=summary
Con Air,https://www.the-numbers.com/movie/Con-Air#tab=summary
Sleepy Hollow,https://www.the-numbers.com/movie/Sleepy-Hollow-(1999)#tab=summary
Rampage,https://www.the-numbers.com/movie/Rampage-(2018)#tab=summary
The Cat in the Hat,https://www.the-numbers.com/movie/Cat-in-the-Hat-The#tab=summary
Contact,https://www.the-numbers.com/movie/Contact-(1997)#tab=summary
Charlie's Angels: Full Throttle,https://www.the-numbers.com/movie/Charlies-Angels-Full-Throttle#tab=summary
The Pelican Brief,https://www.the-numbers.com/movie/Pelican-Brief-The-(1993)#tab=summary
Vanilla Sky,https://www.the-numbers.com/movie/Vanilla-Sky#tab=summary
Arrival,https://www.the-numbers.com/movie/Arrival-(2016)#tab=summary
Due Date,https://www.the-numbers.com/movie/Due-Date#tab=summary
The Rugrats Movie,https://www.the-numbers.com/movie/Rugrats-Movie-The#tab=summary
Million Dollar Baby,https://www.the-numbers.com/movie/Million-Dollar-Baby#tab=summary
Airport,https://www.the-numbers.com/movie/Airport#tab=summary
A Wrinkle in Time,https://www.the-numbers.com/movie/Wrinkle-in-Time-A-(2018)#tab=summary
Step Brothers,https://www.the-numbers.com/movie/Step-Brothers#tab=summary
Jumanji,https://www.the-numbers.com/movie/Jumanji#tab=summary
Fifty Shades Freed,https://www.the-numbers.com/movie/Fifty-Shades-Freed#tab=summary
Cowboys and Aliens,https://www.the-numbers.com/movie/Cowboys-and-Aliens#tab=summary
Casper,https://www.the-numbers.com/movie/Casper#tab=summary
Shakespeare in Love,https://www.the-numbers.com/movie/Shakespeare-in-Love#tab=summary
Bad Teacher,https://www.the-numbers.com/movie/Bad-Teacher#tab=summary
Evan Almighty,https://www.the-numbers.com/movie/Evan-Almighty#tab=summary
Yogi Bear,https://www.the-numbers.com/movie/Yogi-Bear#tab=summary
Kingsman: The Golden Circle,https://www.the-numbers.com/movie/Kingsman-The-Golden-Circle#tab=summary
Edge of Tomorrow,https://www.the-numbers.com/movie/Edge-of-Tomorrow#tab=summary
Collateral,https://www.the-numbers.com/movie/Collateral#tab=summary
The Hunchback of Notre Dame,https://www.the-numbers.com/movie/Hunchback-of-Notre-Dame-The#tab=summary
Se7en,https://www.the-numbers.com/movie/Se7en#tab=summary
Parenthood,https://www.the-numbers.com/movie/Parenthood#tab=summary
You Don't Mess With the Zohan,https://www.the-numbers.com/movie/You-Don-t-Mess-With-the-Zohan#tab=summary
Passengers,https://www.the-numbers.com/movie/Passengers-(2016)#tab=summary
Die Hard: With a Vengeance,https://www.the-numbers.com/movie/Die-Hard-With-a-Vengeance#tab=summary
Gnomeo and Juliet,https://www.the-numbers.com/movie/Gnomeo-and-Juliet#tab=summary
Christopher Robin,https://www.the-numbers.com/movie/Christopher-Robin-(2018)#tab=summary
Hercules,https://www.the-numbers.com/movie/Hercules-(1997)#tab=summary
Olympus Has Fallen,https://www.the-numbers.com/movie/Olympus-Has-Fallen#tab=summary
Heaven Can Wait,https://www.the-numbers.com/movie/Heaven-Can-Wait#tab=summary
The Green Hornet,https://www.the-numbers.com/movie/Green-Hornet-The#tab=summary
Date Night,https://www.the-numbers.com/movie/Date-Night#tab=summary
Billy Jack,https://www.the-numbers.com/movie/Billy-Jack#tab=summary
The Addams Family,https://www.the-numbers.com/movie/Addams-Family-The-(2019)#tab=summary
Meet the Robinsons,https://www.the-numbers.com/movie/Meet-the-Robinsons#tab=summary
Yes Man,https://www.the-numbers.com/movie/Yes-Man#tab=summary
Sausage Party,https://www.the-numbers.com/movie/Sausage-Party#tab=summary
Inspector Gadget,https://www.the-numbers.com/movie/Inspector-Gadget#tab=summary
Public Enemies,https://www.the-numbers.com/movie/Public-Enemies-(2009)#tab=summary
The Social Network,https://www.the-numbers.com/movie/Social-Network-The-(2010)#tab=summary
Schindlerâs List,https://www.the-numbers.com/movie/Schindlers-List#tab=summary
Downton Abbey,https://www.the-numbers.com/movie/Downton-Abbey-(UK)-(2019)#tab=summary
The Others,https://www.the-numbers.com/movie/Others-The-(2001)#tab=summary
Legally Blonde,https://www.the-numbers.com/movie/Legally-Blonde#tab=summary
Rocketman,https://www.the-numbers.com/movie/Rocketman-(UK)-(2019)#tab=summary
Dead Poets Society,https://www.the-numbers.com/movie/Dead-Poets-Society#tab=summary
Zero Dark Thirty,https://www.the-numbers.com/movie/Zero-Dark-Thirty#tab=summary
Norbit,https://www.the-numbers.com/movie/Norbit#tab=summary
Cold Mountain,https://www.the-numbers.com/movie/Cold-Mountain#tab=summary
Sex and the City 2,https://www.the-numbers.com/movie/Sex-and-the-City-2#tab=summary
Michael,https://www.the-numbers.com/movie/Michael-(1996)#tab=summary
Panic Room,https://www.the-numbers.com/movie/Panic-Room#tab=summary
The Princess Diaries 2: Royal Engagement,https://www.the-numbers.com/movie/Princess-Diaries-2-Royal-Engagement-The#tab=summary
42,https://www.the-numbers.com/movie/42-(2013)#tab=summary
Unbreakable,https://www.the-numbers.com/movie/Unbreakable#tab=summary
The Book of Eli,https://www.the-numbers.com/movie/Book-of-Eli-The#tab=summary
"10,000 B.C.",https://www.the-numbers.com/movie/10-000-B-C#tab=summary
Beverly Hills Chihuahua,https://www.the-numbers.com/movie/Beverly-Hills-Chihuahua#tab=summary
Julie & Julia,https://www.the-numbers.com/movie/Julie-and-Julia#tab=summary
He's Just Not That Into You,https://www.the-numbers.com/movie/Hes-Just-Not-That-Into-You#tab=summary
Maid in Manhattan,https://www.the-numbers.com/movie/Maid-in-Manhattan#tab=summary
Master and Commander: The Far Side of the World,https://www.the-numbers.com/movie/Master-and-Commander-The-Far-Side-of-the-World#tab=summary
The Mask of Zorro,https://www.the-numbers.com/movie/Mask-of-Zorro-The#tab=summary
Flight,https://www.the-numbers.com/movie/Flight#tab=summary
The Fighter,https://www.the-numbers.com/movie/Fighter-The-(2010)#tab=summary
America's Sweethearts,https://www.the-numbers.com/movie/Americas-Sweethearts#tab=summary
Lady and the Tramp,https://www.the-numbers.com/movie/Lady-and-the-Tramp#tab=summary
The Color Purple,https://www.the-numbers.com/movie/Color-Purple-The-(1985)#tab=summary
The Bucket List,https://www.the-numbers.com/movie/Bucket-List-The#tab=summary
Tomorrowland,https://www.the-numbers.com/movie/Tomorrowland#tab=summary
The Magnificent Seven,https://www.the-numbers.com/movie/Magnificent-Seven-The-(2016)#tab=summary
Cats & Dogs,https://www.the-numbers.com/movie/Cats-and-Dogs#tab=summary
Two Weeks Notice,https://www.the-numbers.com/movie/Two-Weeks-Notice#tab=summary
The Poseidon Adventure,https://www.the-numbers.com/movie/Poseidon-Adventure-The#tab=summary
Space Station,https://www.the-numbers.com/movie/Space-Station#tab=summary
Elysium,https://www.the-numbers.com/movie/Elysium#tab=summary
Flubber,https://www.the-numbers.com/movie/Flubber#tab=summary
Red Dragon,https://www.the-numbers.com/movie/Red-Dragon#tab=summary
When Harry Met Sallyâ¦,https://www.the-numbers.com/movie/When-Harry-Met-Sally-(1989)#tab=summary
The Town,https://www.the-numbers.com/movie/Town-The-(2010)#tab=summary
The Client,https://www.the-numbers.com/movie/Client-The-(1994)#tab=summary
Blade Runner 2049,https://www.the-numbers.com/movie/Blade-Runner-2049#tab=summary
John Wick: Chapter Two,https://www.the-numbers.com/movie/John-Wick-Chapter-Two#tab=summary
Star Trek: First Contact,https://www.the-numbers.com/movie/Star-Trek-First-Contact#tab=summary
Non-Stop,https://www.the-numbers.com/movie/Non-Stop-(2013)#tab=summary
Think Like a Man,https://www.the-numbers.com/movie/Think-Like-a-Man#tab=summary
Kindergarten Cop,https://www.the-numbers.com/movie/Kindergarten-Cop#tab=summary
Crimson Tide,https://www.the-numbers.com/movie/Crimson-Tide#tab=summary
Heaven is for Real,https://www.the-numbers.com/movie/Heaven-is-for-Real#tab=summary
Back to School,https://www.the-numbers.com/movie/Back-to-School#tab=summary
The Haunting,https://www.the-numbers.com/movie/Haunting-The-(1999)#tab=summary
Stepmom,https://www.the-numbers.com/movie/Stepmom-(1998)#tab=summary
The Imitation Game,https://www.the-numbers.com/movie/Imitation-Game-The#tab=summary
Save the Last Dance,https://www.the-numbers.com/movie/Save-the-Last-Dance-(2001)#tab=summary
Ride Along 2,https://www.the-numbers.com/movie/Ride-Along-2#tab=summary
The Karate Kid,https://www.the-numbers.com/movie/Karate-Kid-The#tab=summary
Prince of Persia: Sands of Time,https://www.the-numbers.com/movie/Prince-of-Persia-Sands-of-Time#tab=summary
Antz,https://www.the-numbers.com/movie/Antz#tab=summary
Scary Movie 4,https://www.the-numbers.com/movie/Scary-Movie-4#tab=summary
The Game Plan,https://www.the-numbers.com/movie/Game-Plan-The#tab=summary
"Legally Blonde 2: Red, White & Blonde",https://www.the-numbers.com/movie/Legally-Blonde-2-Red-White-and-Blonde#tab=summary
The Scorpion King,https://www.the-numbers.com/movie/Scorpion-King-The#tab=summary
"Me, Myself & Irene",https://www.the-numbers.com/movie/Me-Myself-and-Irene#tab=summary
High School Musical 3: Senior Year,https://www.the-numbers.com/movie/High-School-Musical-3-Senior-Year#tab=summary
Madea Goes To Jail,https://www.the-numbers.com/movie/Madea-Goes-To-Jail-(2009)#tab=summary
Flashdance,https://www.the-numbers.com/movie/Flashdance-(1983)#tab=summary
Space Jam,https://www.the-numbers.com/movie/Space-Jam#tab=summary
Space Cowboys,https://www.the-numbers.com/movie/Space-Cowboys#tab=summary
Get Hard,https://www.the-numbers.com/movie/Get-Hard#tab=summary
Trading Places,https://www.the-numbers.com/movie/Trading-Places#tab=summary
Red,https://www.the-numbers.com/movie/Red-(2010)#tab=summary
Disney Planes,https://www.the-numbers.com/movie/Planes#tab=summary
Mystic River,https://www.the-numbers.com/movie/Mystic-River#tab=summary
Terminator: Genisys,https://www.the-numbers.com/movie/Terminator-Genisys#tab=summary
Flightplan,https://www.the-numbers.com/movie/Flightplan#tab=summary
Father of the Bride,https://www.the-numbers.com/movie/Father-of-the-Bride#tab=summary
The Lone Ranger,https://www.the-numbers.com/movie/Lone-Ranger-The#tab=summary
The Emperor's New Groove,https://www.the-numbers.com/movie/Emperors-New-Groove-The#tab=summary
Taken 3,https://www.the-numbers.com/movie/Taken-3#tab=summary
Donât Breathe,https://www.the-numbers.com/movie/Dont-Breathe#tab=summary
Scream 3,https://www.the-numbers.com/movie/Scream-3#tab=summary
Oblivion,https://www.the-numbers.com/movie/Oblivion-(2013)#tab=summary
The Trial of Billy Jack,https://www.the-numbers.com/movie/Trial-of-Billy-Jack-The#tab=summary
The Ugly Truth,https://www.the-numbers.com/movie/Ugly-Truth-The#tab=summary
Percy Jackson & the Olympians: The Lightning Thief,https://www.the-numbers.com/movie/Percy-Jackson-and-the-Lightning-Thief#tab=summary
Failure to Launch,https://www.the-numbers.com/movie/Failure-to-Launch#tab=summary
Inside Man,https://www.the-numbers.com/movie/Inside-Man#tab=summary
The Muppets,https://www.the-numbers.com/movie/Muppets-The#tab=summary
Waterworld,https://www.the-numbers.com/movie/Waterworld#tab=summary
Starsky & Hutch,https://www.the-numbers.com/movie/Starsky-and-Hutch#tab=summary
Along Came Polly,https://www.the-numbers.com/movie/Along-Came-Polly-(2004)#tab=summary
Back to the Future Part III,https://www.the-numbers.com/movie/Back-to-the-Future-Part-III#tab=summary
The Hand That Rocks the Cradle,https://www.the-numbers.com/movie/Hand-That-Rocks-the-Cradle-The#tab=summary
Entrapment,https://www.the-numbers.com/movie/Entrapment#tab=summary
Peter Pan,https://www.the-numbers.com/movie/Peter-Pan-(1953)#tab=summary
Pineapple Express,https://www.the-numbers.com/movie/Pineapple-Express#tab=summary
Miss Peregrineâs Home for Peculiar Children,https://www.the-numbers.com/movie/Miss-Peregrines-Home-for-Peculiar-Children#tab=summary
Everest,https://www.the-numbers.com/movie/Everest-(1998)#tab=summary
Sisters,https://www.the-numbers.com/movie/Sisters#tab=summary
Saw II,https://www.the-numbers.com/movie/Saw-II-(2005)#tab=summary
The Naked Gun 2Â½: The Smell of Fear,https://www.the-numbers.com/movie/Naked-Gun-2-1-2-The-Smell-of-Fear-The#tab=summary
The Campaign,https://www.the-numbers.com/movie/Campaign-The#tab=summary
To Fly!,https://www.the-numbers.com/movie/To-Fly#tab=summary
The Amityville Horror,https://www.the-numbers.com/movie/Amityville-Horror-The-(1979)#tab=summary
Presumed Innocent,https://www.the-numbers.com/movie/Presumed-Innocent#tab=summary
Young Frankenstein,https://www.the-numbers.com/movie/Young-Frankenstein#tab=summary
The Accountant,https://www.the-numbers.com/movie/Accountant-The#tab=summary
Dumb and Dumber To,https://www.the-numbers.com/movie/Dumb-and-Dumber-To#tab=summary
The Emoji Movie,https://www.the-numbers.com/movie/Emoji-Movie-The#tab=summary
Mean Girls,https://www.the-numbers.com/movie/Mean-Girls#tab=summary
Annie,https://www.the-numbers.com/movie/Annie-(2014)#tab=summary
Alvin and the Chipmunks: The Road Chip,https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-The-Road-Chip#tab=summary
Spy Kids 2: The Island of Lost Dreams,https://www.the-numbers.com/movie/Spy-Kids-2-The-Island-of-Lost-Dreams#tab=summary
Alita: Battle Angel,https://www.the-numbers.com/movie/Alita-Battle-Angel-(2019)#tab=summary
Fury,https://www.the-numbers.com/movie/Fury-(2014)#tab=summary
Pokemon: The First Movie,https://www.the-numbers.com/movie/Pokemon-The-First-Movie#tab=summary
Real Steel,https://www.the-numbers.com/movie/Real-Steel#tab=summary
SpongeBob SquarePants: The Movie,https://www.the-numbers.com/movie/SpongeBob-SquarePants-The-Movie#tab=summary
The Ten Commandments,https://www.the-numbers.com/movie/Ten-Commandments-The-(1956)#tab=summary
Power Rangers,https://www.the-numbers.com/movie/Power-Rangers-(2017)#tab=summary
Brother Bear,https://www.the-numbers.com/movie/Brother-Bear#tab=summary
Stripes,https://www.the-numbers.com/movie/Stripes#tab=summary
Rocky 2,https://www.the-numbers.com/movie/Rocky-2#tab=summary
Aliens,https://www.the-numbers.com/movie/Aliens#tab=summary
Open Season,https://www.the-numbers.com/movie/Open-Season-(2006)#tab=summary
Green Book,https://www.the-numbers.com/movie/Green-Book-(2018)#tab=summary
The Expendables 2,https://www.the-numbers.com/movie/Expendables-2-The#tab=summary
Cinderella,https://www.the-numbers.com/movie/Cinderella-(1950)#tab=summary
Dangerous Minds,https://www.the-numbers.com/movie/Dangerous-Minds#tab=summary
Paranormal Activity 2,https://www.the-numbers.com/movie/Paranormal-Activity-2-(2010)#tab=summary
Tammy,https://www.the-numbers.com/movie/Tammy#tab=summary
The Santa Clause 3: The Escape Clause,https://www.the-numbers.com/movie/Santa-Clause-3-The-Escape-Clause-The#tab=summary
Ferdinand,https://www.the-numbers.com/movie/Ferdinand#tab=summary
"Crazy, Stupid, Love",https://www.the-numbers.com/movie/Crazy-Stupid-Love#tab=summary
Pinocchio,https://www.the-numbers.com/movie/Pinocchio-(1940)#tab=summary
Annabelle,https://www.the-numbers.com/movie/Annabelle#tab=summary
Scooby-Doo 2: Monsters Unleashed,https://www.the-numbers.com/movie/Scooby-Doo-2-Monsters-Unleashed#tab=summary
Birds of Prey (And the Fantabulous Emancipation…,https://www.the-numbers.com/movie/Birds-of-Prey-(And-the-Fantabulous-Emancipation-of-One-Harley-Quinn)-(2020)#tab=summary
Anchorman: The Legend of Ron Burgundy,https://www.the-numbers.com/movie/Anchorman-The-Legend-of-Ron-Burgundy#tab=summary
Atlantis: The Lost Empire,https://www.the-numbers.com/movie/Atlantis-The-Lost-Empire#tab=summary
Cliffhanger,https://www.the-numbers.com/movie/Cliffhanger#tab=summary
The Other Woman,https://www.the-numbers.com/movie/Other-Woman-The-(2014)#tab=summary
The X Files: Fight the Future,https://www.the-numbers.com/movie/X-Files-Fight-the-Future-The#tab=summary
Up in the Air,https://www.the-numbers.com/movie/Up-in-the-Air-(2009)#tab=summary
Steel Magnolias,https://www.the-numbers.com/movie/Steel-Magnolias-(1989)#tab=summary
